ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2019-03-14,23,29273,553,Employed,Doctorate,3,18202,60,Single,3,Own,527,0.2086372016512068,6,0,0.15484649303603337,1,Auto,0,34,17,7388,1231,17350,14899,2439.4166666666665,0.835878629042253,4,2451,0.24670199999999998,0.27466979653753937,560.895522602345,0.44596543815899087,0,64.0
2019-03-15,19,57523,537,Employed,High School,0,31208,24,Married,0,Own,915,0.20382085943309328,0,1,0.2558747918903545,0,Debt Consolidation,0,20,5,12741,8018,33479,26590,4793.583333333333,0.7462484150034027,6,6889,0.237708,0.24199704496956614,1653.1134732824175,0.5357398202351931,0,54.0
2019-03-16,39,66712,609,Employed,High School,18,23884,96,Married,0,Own,508,0.32428359526518497,6,1,0.09498910667439099,1,Auto,0,31,16,2756,4247,163785,60439,5559.333333333333,0.9497537299344666,3,103346,0.254384,0.24129993623871218,563.6250948891612,0.1927614393013241,0,55.0
2019-03-17,44,55812,612,Employed,Master,22,4719,60,Married,0,Mortgage,563,0.41366084998950564,4,0,0.10484893898757489,0,Home,0,29,12,1292,632,83237,10129,4651.0,0.6809507163915436,8,73108,0.20371899999999998,0.23288576920586246,133.81440195374515,0.14982034013195983,1,36.800000000000004
2019-03-18,39,30031,614,Employed,Bachelor,13,42094,12,Married,3,Rent,855,0.35863447892763045,2,0,0.1430599685226678,0,Debt Consolidation,0,28,4,393,1430,8021,8884,2502.5833333333335,0.8099328946191765,4,4136,0.200094,0.2197043409116931,3939.162872748902,1.9156856073053452,0,51.0
2019-03-19,18,63559,571,Unemployed,Associate,0,20750,60,Married,1,Rent,223,0.2117942015307875,3,0,0.27471623321990823,0,Home,0,23,27,2063,3704,58927,23404,5296.583333333333,0.9012115323507092,6,35523,0.24025000000000002,0.26777528655052035,630.8518431342724,0.16120804477117748,0,55.0
2019-03-20,38,23447,492,Employed,Bachelor,18,10926,60,Divorced,0,Mortgage,712,0.19528724087381452,2,0,0.47002111164010457,0,Home,0,33,8,2330,3474,13239,7876,1953.9166666666667,0.5463308534230514,4,5363,0.269926,0.2678169375567644,332.20484117000143,0.5344162619541952,0,58.0
2019-03-21,24,102472,438,Employed,High School,4,27374,48,Divorced,2,Other,267,0.23225600106317085,2,3,0.2779249147595986,0,Other,0,23,6,1091,1320,189263,52751,8539.333333333334,0.8674990075819422,5,136512,0.303374,0.270477610192382,939.1864528046536,0.14125065806909048,1,39.2
2019-03-22,48,74805,654,Employed,Bachelor,25,19134,48,Divorced,2,Own,558,0.573193397727728,2,1,0.48389610656387383,0,Education,0,18,7,2493,1262,133054,8416,6233.75,0.9226694076202255,5,124638,0.18713400000000002,0.19371936665861586,575.8709990232,0.1818922797711169,1,38.400000000000006
2019-03-23,44,48486,563,Self-Employed,Bachelor,24,8041,60,Married,1,Rent,1048,0.20403757682255208,3,0,0.13657299526735847,0,Education,0,38,12,4040,1320,137775,8380,4040.5,0.8420400011738756,10,129395,0.231541,0.2419816137853821,232.2490177279367,0.3168541066026325,0,50.0
2019-03-24,28,65027,539,Self-Employed,High School,10,40657,48,Married,0,Mortgage,590,0.20483674330648588,5,1,0.38853210768614527,0,Debt Consolidation,0,25,29,2022,1001,41102,8982,5418.916666666667,0.9175090102656194,6,32120,0.266157,0.25556862421532744,1360.7276086778684,0.35998479561004537,0,57.0
2019-03-25,33,75623,589,Employed,Master,9,23836,120,Single,0,Rent,512,0.24066821495089222,3,2,0.16069002945217936,0,Auto,0,24,3,6442,1325,51517,24300,6301.916666666667,0.8508194938564455,5,27217,0.28433600000000003,0.25039751083758466,542.9203544970309,0.16739674773500615,0,53.0
2019-03-26,27,44874,545,Employed,Associate,4,25345,36,Single,3,Own,202,0.3589994553347001,4,1,0.15864792510325673,0,Education,0,19,10,2331,524,42013,10856,3739.5,0.7682970126486198,5,31157,0.237845,0.26929510153115055,1033.7568454048726,0.33046044802911423,0,51.0
2019-03-27,39,15000,549,Employed,High School,16,22964,24,Divorced,2,Own,473,0.6016280308315776,1,3,0.23140697960719142,0,Home,0,32,2,4629,314,32744,36021,1250.0,0.8786021728352276,5,3410,0.22346399999999997,0.23278687145848237,1205.8802645661904,1.3431042116529524,0,60.0
2019-03-28,51,65457,555,Employed,Associate,28,34179,36,Divorced,4,Rent,143,0.12163700547396962,4,1,0.1265609905385103,0,Education,0,20,18,4547,21428,25975,50901,5454.75,0.8252517914607546,5,5065,0.241679,0.20933679175167982,1286.532568900621,0.26207114329724024,0,49.0
2019-03-29,28,106388,518,Unemployed,Master,6,30056,36,Married,0,Rent,491,0.25906199869010377,4,1,0.2564868515415101,0,Auto,0,21,4,1153,1517,48469,28918,8865.666666666666,0.644515356513848,8,19551,0.256056,0.2774222452558466,1239.0420164958048,0.19513952887496389,0,57.0
2019-03-30,46,35651,593,Employed,Associate,25,17867,36,Divorced,1,Rent,393,0.17229917780354817,2,1,0.23524291224244157,1,Auto,0,13,13,4323,5346,75475,12617,2970.9166666666665,0.8422080311664751,7,62858,0.206367,0.20508856078447174,668.6432862314501,0.3573453601519565,0,62.0
2019-03-31,33,80427,572,Employed,Bachelor,9,24396,60,Divorced,2,Rent,635,0.4511189859607871,5,2,0.19196526802079386,0,Auto,0,34,3,1103,474,31203,78542,6702.25,0.7023005804057362,4,4572,0.243396,0.22061945231252572,674.6504871095073,0.19540460100854298,0,53.0
2019-04-01,30,86748,513,Employed,Master,4,18720,72,Single,3,Rent,146,0.17157543843320716,3,0,0.08690877042281006,0,Debt Consolidation,0,25,17,182,266,61498,12825,7229.0,0.9294939703163776,3,48673,0.27722,0.2848032744803894,544.9647868234059,0.09558234704985558,1,38.400000000000006
2019-04-02,38,52825,572,Employed,Bachelor,17,14135,24,Single,0,Own,549,0.17613715546323208,2,1,0.2548345044296835,0,Education,0,26,23,1063,584,86220,33289,4402.083333333333,0.8320075608315992,8,52931,0.203135,0.21742335986189792,731.5003940899489,0.2908850871572056,1,39.2
2019-04-03,27,61983,635,Unemployed,Bachelor,7,13913,48,Divorced,3,Rent,305,0.11719298558364886,2,0,0.35247401412806045,0,Education,0,33,23,2348,2309,87268,39242,5165.25,0.9046445606437278,6,48026,0.19141300000000003,0.17224234387201792,403.076081663922,0.13708457125287682,1,42.400000000000006
2019-04-04,33,58110,524,Employed,High School,13,30085,36,Married,0,Own,404,0.3340453442672475,2,1,0.7019562779929345,0,Auto,0,29,29,1457,6251,54508,15910,4842.5,0.6842095503524819,6,38598,0.253085,0.27382079809072896,1234.4017386427297,0.3383379945570944,0,58.0
2019-04-05,25,50974,540,Employed,Bachelor,4,48218,60,Married,3,Mortgage,700,0.2913057447615988,1,3,0.30488615915321593,0,Education,0,20,7,1740,7853,73549,40494,4247.833333333333,0.8104705735565474,8,33055,0.28321799999999997,0.2879948772293319,1524.6487337122094,0.5237137521981111,0,55.0
2019-04-06,63,170399,664,Employed,Associate,40,24628,60,Married,2,Mortgage,506,0.3179189775296024,2,1,0.38938227631815714,0,Education,0,33,19,6561,1789,30978,41108,14199.916666666666,0.7986534391114912,5,7555,0.19762800000000003,0.16870819542051105,610.3598843932314,0.07861735463658107,1,36.800000000000004
2019-04-07,40,97910,649,Employed,Master,22,7644,48,Married,3,Other,371,0.4618859481438638,1,0,0.08769164860764843,0,Home,0,24,11,1116,1259,12146,3612,8159.166666666667,0.809125362570673,3,8534,0.17814400000000002,0.14251520000000004,209.84931058894625,0.07118978375107093,1,37.6
2019-04-08,31,55181,514,Self-Employed,High School,8,33613,12,Divorced,0,Mortgage,652,0.35207638143004527,6,1,0.6286606816939042,0,Home,0,18,28,6517,1493,27674,17742,4598.416666666667,0.576199239737503,6,9932,0.24161300000000002,0.2279591238997794,3158.877627436653,0.8287369117855753,0,61.0
2019-04-09,42,84242,603,Employed,High School,18,24333,84,Single,2,Rent,242,0.38792928675370053,4,0,0.1809887947349224,0,Education,0,18,8,6648,877,12001,93983,7020.166666666667,0.9032432107979891,6,4740,0.247833,0.2694611655674389,646.5047460106134,0.12656462277874886,0,47.0
2019-04-10,38,80819,551,Employed,High School,19,21992,108,Married,2,Mortgage,334,0.2736648472592098,1,2,0.37223511360713263,0,Home,0,19,9,17139,764,203305,18480,6734.916666666667,0.8119289845790976,2,184825,0.291492,0.29290076064105924,579.6510886029137,0.13565885575464884,0,50.0
2019-04-11,37,15781,596,Self-Employed,Associate,16,14557,36,Widowed,0,Rent,433,0.1457832906720766,3,2,0.22105453496532532,0,Debt Consolidation,0,34,26,1415,4928,120156,37927,1315.0833333333333,0.7660384777491541,4,82229,0.20155700000000001,0.1977087249893237,539.2923015811887,0.7393389277596011,0,54.0
2019-04-12,47,42829,631,Employed,High School,24,23539,48,Married,2,Own,240,0.20729438160823777,4,1,0.598620980788862,0,Home,0,16,20,2191,122,300830,12900,3569.0833333333335,0.6607044454205051,5,287930,0.20303900000000003,0.23687885416323357,763.3586560561963,0.2811250291315313,0,50.0
2019-04-13,49,38114,627,Employed,Master,27,33773,36,Married,0,Own,1427,0.3497064472571531,5,0,0.5372822267206319,0,Auto,0,26,15,1235,1895,21304,34214,3176.1666666666665,0.9427116026766884,7,1759,0.205273,0.20055395346457489,1256.0791607347974,0.8447538943384995,0,56.0
2019-04-14,33,64403,639,Employed,Master,9,23505,36,Single,0,Rent,212,0.19301821125760288,4,0,0.2035276252916037,0,Auto,0,26,25,1759,771,93661,7187,5366.916666666667,0.8280271382652139,5,86474,0.189005,0.198807090581844,872.1020035608681,0.20199717470817222,1,36.800000000000004
2019-04-15,33,37192,618,Employed,Bachelor,11,78659,96,Married,0,Mortgage,688,0.1693790140043759,3,0,0.25753731697845905,0,Home,0,23,2,8580,213,34591,4410,3099.3333333333335,0.6972432177415442,3,30181,0.304659,0.2986054063483754,2161.503737543511,0.919392472857661,0,53.0
2019-04-16,36,58640,601,Employed,High School,11,12911,48,Single,1,Rent,562,0.20279757530122716,6,0,0.5818285799646494,1,Auto,0,29,19,1645,4010,26959,54570,4886.666666666667,0.9520520808443603,5,6297,0.207411,0.2176610466820044,405.1372952417302,0.1979134983441467,0,67.0
2019-04-17,18,33339,578,Employed,Associate,0,12762,72,Single,3,Mortgage,553,0.49998542505891774,6,2,0.23543287839697893,0,Auto,1,25,26,117,627,37234,12149,2778.25,0.8257319746146742,6,25085,0.238762,0.22624707662630208,325.40892910100484,0.31617346498731386,0,60.0
2019-04-18,21,147047,580,Self-Employed,Doctorate,0,13389,72,Married,1,Mortgage,343,0.47925180935098316,3,0,0.6904302358609016,0,Other,0,28,1,2865,1707,174940,46257,12253.916666666666,0.884082520883169,3,128683,0.23838900000000002,0.24865090299065828,359.55427205069765,0.05733303817560625,1,48.0
2019-04-19,56,136707,644,Employed,High School,36,23045,48,Married,1,Own,1158,0.2817973056043263,1,2,0.2569667075309116,0,Auto,0,26,22,1720,1511,58845,261099,11392.25,0.9708071241966097,6,9035,0.19604500000000002,0.20161889317391918,703.256954219262,0.16337922308756056,1,37.6
2019-04-20,59,21692,544,Employed,Bachelor,35,38885,24,Married,0,Own,336,0.126979218738653,3,0,0.16591236887241181,0,Home,0,27,15,7943,3620,54886,10609,1807.6666666666667,0.9355786742797711,8,44277,0.241885,0.2825704452348105,2139.435799560715,1.3694094410256583,0,51.0
2019-04-21,37,54553,605,Employed,Associate,14,31023,12,Single,2,Other,333,0.07633980847480344,3,1,0.4055930444852805,1,Home,0,27,9,6004,2042,55812,5230,4546.083333333333,0.8812131279825202,5,50582,0.193523,0.16114670233468922,2816.427118962862,0.6927781318635886,0,63.0
2019-04-22,46,55997,527,Employed,Doctorate,22,9698,36,Married,1,Mortgage,720,0.21051714362813176,1,1,0.28520872960239574,0,Debt Consolidation,0,29,9,1701,1489,21077,37865,4666.416666666667,0.6792450754223338,9,10236,0.23119800000000001,0.25285360962363784,387.0559591668779,0.23723898619573433,1,42.400000000000006
2019-04-23,43,52731,599,Employed,High School,19,11577,36,Married,2,Own,520,0.3199375859216435,3,1,0.25734241317811435,0,Education,0,28,1,1291,2015,259710,16775,4394.25,0.9797773752374068,11,242935,0.197077,0.19140748985539086,425.19104077189,0.21509723861225238,1,41.6
2019-04-24,76,91120,686,Employed,High School,58,32018,36,Divorced,2,Rent,428,0.10409483498936119,3,0,0.18882479078856934,0,Home,0,25,12,3661,2003,168717,58023,7593.333333333333,0.5724277469415348,8,110694,0.174018,0.15403082154252534,1116.244968182935,0.2033685208318176,1,30.400000000000002
2019-04-25,53,32322,683,Unemployed,Bachelor,33,17681,36,Married,2,Own,969,0.1374856421603381,7,1,0.42863442915337885,0,Home,1,28,17,2823,231,87614,6356,2693.5,0.8445974420512865,2,81258,0.161181,0.159889453417368,621.5150076716102,0.5905012094566958,0,57.0
2019-04-26,38,23183,600,Employed,Associate,18,20886,12,Widowed,3,Own,523,0.21394232227119994,2,2,0.010830440404565201,0,Debt Consolidation,0,21,5,1467,503,55953,89600,1931.9166666666667,0.7358280624781434,7,5366,0.185886,0.15702426888107782,1892.0648279823974,1.2500874751235287,0,51.0
2019-04-27,28,35295,626,Unemployed,Bachelor,7,30630,60,Divorced,0,Mortgage,557,0.3499355720269866,2,1,0.19779544642094196,0,Debt Consolidation,0,22,27,5142,942,61420,47345,2941.25,0.7678051085971145,8,14075,0.22263,0.26324083853221303,922.9624956181943,0.5031746691434574,0,51.0
2019-04-28,20,28624,591,Employed,High School,0,22349,36,Divorced,1,Rent,535,0.19052648718957912,3,1,0.2757116371689568,0,Education,0,34,14,6059,1018,75653,89933,2385.3333333333335,0.7842903730096057,9,4714,0.211849,0.2306130121242448,865.8377882805867,0.587271291900749,0,53.0
2019-04-29,42,41957,633,Employed,Bachelor,18,10884,60,Single,2,Mortgage,825,0.3143797719778506,1,0,0.38763268000836926,0,Other,0,18,14,1303,1459,23190,13044,3496.4166666666665,0.8433592834168833,4,10146,0.199384,0.1920530422329605,283.567907724417,0.31705829522351464,0,52.0
2019-04-30,30,63120,485,Employed,Associate,5,13756,36,Married,1,Own,246,0.23614772825460778,4,0,0.1989290405000451,0,Home,0,19,18,9151,2855,12006,49119,5260.0,0.8803531729897489,4,1154,0.256256,0.27196666884762094,563.0440493193206,0.1538106557641294,0,50.0
2019-05-01,22,53408,611,Employed,Bachelor,0,24367,36,Single,1,Rent,642,0.3856044229418661,2,0,0.22052944024205332,0,Debt Consolidation,0,26,25,758,275,130580,1182,4450.666666666667,0.6053945587557137,6,129398,0.203867,0.20647741616963472,913.6271825270744,0.3495267785785817,0,45.0
2019-05-02,32,28323,614,Employed,Master,10,31063,108,Single,4,Own,262,0.31288551855617586,6,0,0.14174527302330733,0,Home,1,23,28,673,665,26021,47600,2360.25,0.8980248467603749,4,9714,0.269063,0.25797865838328116,742.4443941028983,0.4255669501548134,0,55.0
2019-05-03,27,45153,589,Employed,Doctorate,6,25432,60,Single,0,Rent,262,0.28635087337529685,2,2,0.10586100435704002,0,Debt Consolidation,0,30,26,519,1044,53932,13566,3762.75,0.921436684657232,4,40366,0.23593200000000003,0.24035845947102502,732.1561501409618,0.26420999272897794,0,51.0
2019-05-04,60,15000,608,Employed,Bachelor,37,60859,48,Divorced,0,Rent,800,0.5589525058351116,5,1,0.16846719376713815,0,Auto,1,15,7,4002,653,11220,29093,1250.0,0.7446131704504911,5,4745,0.251859,0.30223079999999997,2199.1920597741773,2.399353647819342,0,57.0
2019-05-05,50,181497,569,Employed,Bachelor,27,19932,12,Single,2,Mortgage,138,0.30589513092245263,1,0,0.24798467813641492,0,Education,0,20,23,6788,1254,35406,49062,15124.75,0.9296047223877659,5,1273,0.20043200000000003,0.2269366466854285,1872.1837344980333,0.1329069065272506,1,40.0
2019-05-06,39,56490,609,Employed,Bachelor,15,13277,60,Married,0,Rent,117,0.355628893916585,4,1,0.026939599532096545,0,Home,0,27,25,2078,1720,30063,7859,4707.5,0.8266220984034306,2,22204,0.213777,0.21452065608501542,362.5720082437496,0.10187403255310666,1,37.6
2019-05-07,57,83062,588,Self-Employed,High School,33,22266,36,Married,5,Own,319,0.41820173515729636,6,1,0.08604953349511206,0,Home,0,18,6,1354,4368,218663,10635,6921.833333333333,0.9554968655968169,7,208028,0.213266,0.18592901481663332,811.6072531852761,0.16333927714506408,1,40.800000000000004
2019-05-08,40,68350,629,Employed,Bachelor,22,10478,36,Married,0,Mortgage,343,0.40536740497586665,3,3,0.25254926636585806,0,Education,0,15,18,5274,266,49376,22825,5695.833333333333,0.8733410435257036,2,26551,0.180978,0.18047664104061634,379.0553833749358,0.1267690504827978,1,40.0
2019-05-09,29,37098,569,Employed,High School,7,18782,72,Married,2,Mortgage,402,0.06279168223199666,3,0,0.09812077416369162,0,Debt Consolidation,0,26,26,893,13255,53168,41600,3091.5,0.6729224968564387,7,11568,0.249282,0.21617344080366155,467.6623160724301,0.2813075581667249,0,50.0
2019-05-10,58,15000,638,Employed,High School,33,18820,36,Married,2,Own,773,0.23654776624560125,3,2,0.23534806857958404,0,Debt Consolidation,0,18,4,1661,1632,55061,9082,1250.0,0.8584063089874674,5,45979,0.18482,0.2044088053208998,703.653537770545,1.181322830216436,0,54.0
2019-05-11,46,48160,573,Employed,Bachelor,24,55091,36,Single,2,Mortgage,515,0.1869063469096461,5,2,0.4831161285570056,0,Auto,0,20,14,6088,3811,183656,134326,4013.3333333333335,0.830746646586399,6,49330,0.253591,0.3043092,2351.721530832338,0.7142993847588882,0,56.0
2019-05-12,27,62186,563,Employed,Bachelor,2,16051,60,Married,2,Other,284,0.3531916339594859,6,0,0.4755927514139964,0,Home,0,24,26,22487,1742,65028,47308,5182.166666666667,0.8227459508039783,4,17720,0.23955100000000001,0.1971148734847315,422.68072271515734,0.13636781064197548,1,44.800000000000004
2019-05-13,37,52719,614,Employed,Associate,15,12142,60,Married,0,Rent,798,0.34819672128668444,4,0,0.19163029082159527,0,Home,0,18,6,5361,157,121275,6166,4393.25,0.8145596299918678,3,115109,0.210142,0.18185473829839763,309.5534011700304,0.2521034316667684,0,45.0
2019-05-14,29,82968,613,Employed,Bachelor,6,41213,24,Single,1,Mortgage,608,0.2402840586848992,4,1,0.36636987274671307,0,Auto,0,23,12,1443,4247,398231,21838,6914.0,0.5773103625249131,5,376393,0.20971299999999998,0.20744717572114718,2112.5927459995287,0.3934904174138746,1,35.2
2019-05-15,23,59756,574,Employed,Master,3,56189,120,Married,0,Mortgage,436,0.2794611556523381,2,0,0.2810431165231989,0,Home,0,26,4,1917,7021,25082,3162,4979.666666666667,0.9371264742689835,8,21920,0.32418900000000006,0.35988102341698097,1735.1594452664967,0.4360049759555184,0,55.0
2019-05-16,51,184200,606,Employed,Bachelor,31,26944,60,Single,2,Rent,344,0.3233061968201859,5,0,0.09115580430542361,0,Debt Consolidation,0,27,21,3785,18925,22710,8913,15350.0,0.9168884949139979,8,13797,0.22894399999999998,0.19972244885381343,713.4351603389002,0.06888828406116614,1,36.0
2019-05-17,62,34147,561,Employed,Bachelor,38,28233,24,Single,0,Rent,291,0.23845513101407567,4,1,0.4106286281956934,0,Debt Consolidation,0,30,1,929,2791,94893,6588,2845.5833333333335,0.8570581457533769,2,88305,0.222733,0.23655741507075054,1487.8630333957985,0.625131238490924,0,59.0
2019-05-18,23,52656,582,Employed,High School,0,12369,48,Married,1,Mortgage,362,0.420974273681754,2,1,0.17569194731327303,0,Other,0,26,5,9540,948,10488,37160,4388.0,0.7950490328556782,4,2154,0.216369,0.24297264555808934,405.28749632370875,0.1748604139297422,0,53.0
2019-05-19,46,29822,609,Employed,Doctorate,23,20290,72,Widowed,5,Other,502,0.064469431152272,4,1,0.4290205276475238,0,Home,0,17,10,8987,123,534447,39157,2485.1666666666665,0.6307603984617912,10,495290,0.23079,0.23590302316807585,529.1364139084045,0.4149164028871589,0,48.0
2019-05-20,32,73090,532,Self-Employed,High School,12,10206,24,Single,0,Mortgage,556,0.24271315108396355,4,0,0.30862005087373007,0,Education,0,30,6,2334,2608,47421,4639,6090.833333333333,0.825561533933176,7,42782,0.21920599999999998,0.1938294114386974,516.3711969653602,0.1760631326253157,1,47.2
2019-05-21,34,28500,591,Employed,Master,11,38093,12,Single,4,Rent,321,0.02640639687349896,5,1,0.642748087301419,0,Education,0,25,8,1111,4652,41809,5950,2375.0,0.7703111130639557,4,35859,0.20759300000000003,0.21361561995202927,3553.5964812892526,1.6314090447533696,0,60.0
2019-05-22,32,19063,526,Self-Employed,Master,7,21023,36,Married,1,Mortgage,581,0.198692276008083,4,0,0.10575864499822618,0,Debt Consolidation,0,32,27,2824,720,159461,51159,1588.5833333333333,0.813251473611134,4,108302,0.24302300000000002,0.250195788178473,836.0885283180779,0.8920454461426289,0,50.0
2019-05-23,29,19018,563,Employed,Bachelor,3,61468,84,Widowed,2,Own,410,0.3534816953450708,2,2,0.7324116292534866,0,Auto,0,26,2,960,1328,7022,33347,1584.8333333333333,0.8612671388614285,7,3326,0.304968,0.2972121373438459,1746.0445157596346,1.3604235034764758,0,64.0
2019-05-24,40,72965,595,Employed,Master,18,72007,48,Married,3,Own,565,0.09007759677540834,5,0,0.05404866795962459,0,Debt Consolidation,0,22,5,209,1221,23432,15591,3276.1666666666665,0.7690236018442742,5,7841,0.269507,0.281385457290989,2515.310237998127,0.9402178067858148,0,51.0
2019-05-25,30,125689,634,Employed,Associate,11,21937,60,Married,3,Rent,480,0.1575107403952644,2,1,0.24651755253247196,1,Debt Consolidation,0,22,2,11657,1393,135283,41735,10474.083333333334,0.853472094498045,10,93548,0.20993700000000004,0.22447189344082655,611.4668678828808,0.10420643345554956,0,60.0
2019-05-26,43,84512,535,Employed,Master,19,35305,12,Single,0,Rent,706,0.31122133626508786,4,1,0.4061579604304749,0,Home,0,23,27,450,4370,228205,6394,7042.666666666667,0.7752483028727222,4,221811,0.232805,0.2203461405547585,3304.937742225568,0.5695197475708398,1,40.800000000000004
2019-05-27,39,64438,528,Self-Employed,Bachelor,17,69872,24,Married,2,Rent,628,0.11938163055140848,2,1,0.27771259459165065,0,Auto,0,21,18,641,5511,22340,93239,5369.833333333333,0.7826499730769524,5,5241,0.280872,0.2598184186471241,3763.6838742056457,0.8178436092130071,0,54.0
2019-05-28,37,45729,585,Employed,Associate,13,24907,60,Married,4,Own,1471,0.37780834517421175,3,0,0.2784676262399975,0,Education,0,28,2,1784,6163,40771,65675,3810.75,0.8766393899963846,8,6976,0.23740699999999998,0.2071192403230654,669.7881375564947,0.561776064437839,0,57.0
2019-05-29,29,19553,559,Employed,High School,6,22294,36,Single,1,Mortgage,351,0.4949745571510363,2,0,0.1994407970301627,0,Debt Consolidation,0,30,1,770,903,19511,49921,1629.4166666666667,0.8119419137448677,6,7844,0.227794,0.21709686700702385,848.0733237866242,0.7358911617367918,0,57.0
2019-05-30,33,28539,572,Employed,Bachelor,12,26197,48,Single,4,Rent,214,0.3087741362588635,3,1,0.21768975399877707,0,Auto,0,18,20,2056,633,191452,40381,2378.25,0.870449098179491,4,151071,0.23519700000000002,0.24114742731187397,855.732911826951,0.44979834408785907,0,50.0
2019-05-31,49,47130,630,Employed,Master,26,26376,60,Single,0,Rent,778,0.14149762808589705,6,1,0.25236931901191534,0,Auto,0,29,18,3499,514,24128,6835,3927.5,0.8866495254443433,4,17293,0.216376,0.19194133269208366,687.0285364829763,0.3730180869466521,0,49.0
2019-06-01,46,35985,558,Self-Employed,Master,21,20048,96,Married,2,Mortgage,230,0.23408321653665862,2,4,0.029253088113565348,0,Debt Consolidation,0,24,8,3134,4157,33938,80978,2998.75,0.6593891286184653,2,2962,0.276048,0.25766114396662515,494.84382606667964,0.24171532340697946,0,55.0
2019-06-02,28,30967,516,Employed,Master,6,45849,36,Single,2,Rent,270,0.4315259005342352,4,0,0.6007495748202167,0,Auto,0,24,22,3825,8795,61026,4630,2580.5833333333335,0.6645325072952404,10,56396,0.272849,0.3274188,2015.8530619159262,0.8857892835273393,0,58.0
2019-06-03,41,24251,549,Employed,High School,21,19614,12,Single,0,Mortgage,370,0.16029871158903042,4,3,0.4740990225445839,0,Home,0,22,4,16295,1035,42199,257118,2020.9166666666667,0.8010812472867317,3,8005,0.210114,0.18662417402871703,1804.400543520162,1.0759476525603868,0,60.0
2019-06-04,49,51792,444,Employed,Associate,30,10102,72,Married,0,Mortgage,429,0.06767652344914818,7,1,0.21025963952594484,0,Debt Consolidation,0,21,14,882,1142,32400,7823,4316.0,0.589677551135081,2,24577,0.303102,0.25578500290482153,275.71633213535404,0.1632799657403508,1,40.800000000000004
2019-06-05,19,29548,510,Employed,Bachelor,0,20836,24,Married,2,Rent,230,0.271003905727516,2,0,0.06066792580296226,0,Education,0,16,29,1711,1895,203981,8464,2462.3333333333335,0.7466965598779257,4,195517,0.240836,0.25887682492687447,1121.3505038048054,0.5488089226227719,0,48.0
2019-06-06,46,127245,586,Employed,Bachelor,24,13962,24,Married,0,Mortgage,522,0.32351709969201,2,1,0.1048314313818147,0,Debt Consolidation,0,15,23,20231,711,58314,20610,10603.75,0.9624911235793052,9,37704,0.195962,0.19473322242486069,707.0200499304035,0.11590428385527794,1,38.400000000000006
2019-06-07,32,84197,590,Employed,Associate,8,11266,24,Single,2,Own,628,0.5162208092153592,4,0,0.09755775251195434,0,Education,0,18,12,538,383,113077,17564,7016.416666666667,0.9416291413152751,4,95513,0.191266,0.18648494477304103,565.9813386105697,0.17016967425593355,1,38.400000000000006
2019-06-08,46,79036,609,Employed,Bachelor,26,21585,108,Married,3,Rent,442,0.3164039798807545,5,0,0.08995807921559512,0,Debt Consolidation,1,18,29,3140,1542,102330,53893,6586.333333333333,0.9439944946617196,3,48437,0.262085,0.2339755755166072,480.5713052514646,0.14007358245631832,0,53.0
2019-06-09,30,56699,524,Employed,Bachelor,4,19173,36,Married,1,Rent,370,0.38896959536335524,4,2,0.23316624984403816,0,Home,0,24,3,6949,2930,68027,17358,4724.916666666667,0.6953456068860321,8,50669,0.242173,0.2081097842319971,720.4846464674126,0.23079447181800297,0,53.0
2019-06-10,18,15844,558,Employed,Bachelor,0,12215,48,Married,0,Other,366,0.3678164618180871,3,0,0.27521224118882776,0,Auto,0,34,15,1021,1293,87797,9416,1320.3333333333333,0.9608050312114145,6,78381,0.228215,0.2560239697357736,409.12915852706027,0.5870708092858321,0,52.0
2019-06-11,20,183937,527,Employed,Bachelor,0,12758,24,Divorced,1,Mortgage,352,0.3021845323372308,3,2,0.36736671243421637,0,Debt Consolidation,0,22,23,796,954,126447,83976,15328.083333333334,0.8371576920897497,3,42471,0.22425799999999999,0.2187295442323993,661.0613484311374,0.06609184764986734,1,41.6
2019-06-12,40,42120,547,Employed,Bachelor,14,16251,72,Single,4,Mortgage,360,0.4360292718633802,1,0,0.2819438861113845,0,Debt Consolidation,0,24,26,2718,3163,235648,7572,3510.0,0.9793907072875256,12,228076,0.257751,0.24753919854619358,435.3053751639355,0.22658272796693316,1,40.0
2019-06-13,43,78910,580,Unemployed,High School,20,8723,48,Single,0,Rent,241,0.28957142424777954,4,1,0.294661591398324,0,Auto,0,17,4,2095,120,392577,69909,6575.833333333333,0.8454181988927792,6,322668,0.21372300000000002,0.24523662112778027,286.91699673702715,0.08028138335881797,0,52.0
